command,mean,stddev,median,user,system,min,max
python ./src/4_cpython/invoke_hashcat.py ./src/3_ctypes/libhashcat_openmp.so 7e240de74fb1ed08fa08d38063f6a6a91462a815,0.10345037099629628,0.006468441882276855,0.1031234037,0.09769548370370372,0.005369634814814815,0.0956137367,0.13178036270000001
