gil,type,command,cycles,instructions,task_clock,time_elapsed,user_time,sys_time
true,multithreading,workers.py,411043218,1041895956,107.89,0.100290834,0.107280000,0.000000000
true,multithreading,workers.py,432719970,1103569977,113.36,0.105790543,0.092597000,0.020577000
true,multithreading,workers.py,346588564,849939512,90.41,0.084517959,0.078466000,0.011209000
true,multithreading,workers.py,342587422,870725992,91.26,0.085255897,0.069996000,0.019999000
true,multithreading,workers.py,389861684,1020195058,103.18,0.095751373,0.092139000,0.010237000
true,multithreading,workers.py,392539631,975252095,102.46,0.095748648,0.101372000,0.000000000
true,multithreading,workers.py,323633584,813514369,86.40,0.080796279,0.074256000,0.010608000
true,multithreading,workers.py,369855691,949639218,96.96,0.090205921,0.085421000,0.010677000
true,multithreading,workers.py,530290546,1415362038,137.79,0.127306070,0.126678000,0.011516000
true,multithreading,workers.py,395610742,1039512464,105.64,0.098505670,0.094066000,0.011758000
true,multithreading,workers.py,549157711,1500324787,143.40,0.132023713,0.133145000,0.010241000
true,multithreading,workers.py,392919183,1022325850,101.01,0.094078090,0.099941000,0.000000000
true,multithreading,workers.py,318740965,801394971,85.36,0.080367305,0.073766000,0.010538000
true,multithreading,workers.py,442292340,1178947176,113.37,0.105392046,0.084611000,0.028203000
true,multithreading,workers.py,583108764,1566788420,155.17,0.141638451,0.125679000,0.029003000
true,multithreading,workers.py,380635489,950469518,103.99,0.095965671,0.081398000,0.020349000
true,multithreading,workers.py,325744478,701329096,93.50,0.086576466,0.079758000,0.011394000
true,multithreading,workers.py,307676475,710164235,82.59,0.078131242,0.051024000,0.030614000
true,multithreading,workers.py,441259594,1104128399,115.46,0.106631244,0.114381000,0.000000000
true,multithreading,workers.py,381364988,959727776,104.25,0.096225479,0.103005000,0.000000000
true,multithreading,workers.py,445974739,1111907772,123.56,0.112589668,0.111101000,0.011110000
true,multithreading,workers.py,330076295,793676036,93.72,0.086889765,0.081083000,0.010135000
true,multithreading,workers.py,291102292,655686943,84.20,0.078003600,0.071692000,0.010241000
false,multithreading,workers.py,123039777,184424581,40.06,0.031250480,0.025034000,0.012517000
false,multithreading,workers.py,120838218,179201714,38.41,0.030810906,0.025881000,0.012940000
false,multithreading,workers.py,138655259,207222056,43.54,0.030566594,0.043241000,0.000000000
false,multithreading,workers.py,138671722,199661389,42.93,0.030101408,0.040548000,0.000000000
false,multithreading,workers.py,139085240,202186980,42.99,0.031199663,0.041046000,0.000000000
false,multithreading,workers.py,122902299,184272698,38.82,0.030607022,0.024409000,0.012204000
false,multithreading,workers.py,130684231,200158402,39.91,0.029770011,0.013218000,0.026437000
false,multithreading,workers.py,132397709,186949375,39.90,0.029826674,0.016686000,0.016686000
false,multithreading,workers.py,121529889,184267172,37.34,0.029340895,0.038418000,0.000000000
false,multithreading,workers.py,135793262,202357930,41.73,0.030659843,0.025758000,0.012879000
false,multithreading,workers.py,132973220,208259225,40.14,0.029362420,0.030237000,0.007559000
false,multithreading,workers.py,133896354,205139291,40.57,0.030148637,0.039400000,0.000000000
false,multithreading,workers.py,126754245,196356044,38.37,0.029434808,0.033507000,0.000000000
false,multithreading,workers.py,122380923,184534496,37.80,0.029466894,0.024801000,0.012400000
false,multithreading,workers.py,134321831,208286500,40.20,0.029730931,0.011351000,0.022703000
false,multithreading,workers.py,120918348,185699962,37.16,0.028611638,0.035515000,0.000000000
false,multithreading,workers.py,122439977,185247339,38.94,0.029738352,0.024840000,0.012420000
false,multithreading,workers.py,140663502,206614764,42.77,0.030736054,0.025023000,0.018767000
false,multithreading,workers.py,132578255,207692131,40.25,0.029212113,0.035213000,0.005030000
false,multithreading,workers.py,131545619,204447302,40.32,0.030134041,0.033576000,0.000000000
false,multithreading,workers.py,120789637,184111607,37.67,0.028611644,0.024562000,0.012281000
false,multithreading,workers.py,134721640,209785961,40.59,0.030033787,0.021891000,0.010945000
false,multithreading,workers.py,120699025,184996243,37.36,0.028552248,0.024908000,0.012454000
false,multithreading,workers.py,135454522,206343389,41.07,0.030126917,0.024977000,0.012488000
false,multithreading,workers.py,121587588,185161582,36.89,0.028161391,0.023522000,0.011761000
false,multithreading,workers.py,119920258,182275834,36.65,0.028770297,0.034963000,0.000000000
false,multithreading,workers.py,122323619,182293290,36.91,0.028960596,0.024204000,0.012102000
false,multithreading,workers.py,120254637,182218099,36.97,0.028992515,0.032323000,0.004617000
false,multithreading,workers.py,133897092,208974886,40.49,0.030259411,0.035381000,0.000000000
false,multithreading,workers.py,133044493,207377746,40.27,0.029185726,0.040928000,0.000000000
true,ctypes,invoke_hashcat.py libhashcat.so,62632599,118681041,17.90,0.024990811,0.018367000,0.000000000
true,ctypes,invoke_hashcat.py libhashcat.so,57841401,118486033,18.88,0.017881033,0.019563000,0.000000000
true,ctypes,invoke_hashcat.py libhashcat.so,58290660,118590942,15.70,0.014681987,0.008011000,0.008011000
true,ctypes,invoke_hashcat.py libhashcat.so,58046192,118500180,15.75,0.014713262,0.016093000,0.000000000
true,ctypes,invoke_hashcat.py libhashcat.so,58130011,118716629,15.70,0.014935041,0.008069000,0.008069000
true,ctypes,invoke_hashcat.py libhashcat.so,59521974,118607539,16.38,0.015316580,0.016726000,0.000000000
true,ctypes,invoke_hashcat.py libhashcat.so,59311280,118494490,16.16,0.015149439,0.016526000,0.000000000
true,ctypes,invoke_hashcat.py libhashcat.so,58041415,118384076,16.11,0.015318231,0.008401000,0.008401000
true,ctypes,invoke_hashcat.py libhashcat.so,58430162,118559258,15.96,0.014968790,0.016333000,0.000000000
true,ctypes,invoke_hashcat.py libhashcat.so,58677301,118622185,16.11,0.015143212,0.016487000,0.000000000
true,ctypes,invoke_hashcat.py libhashcat.so,58729807,118551090,16.78,0.015700877,0.017160000,0.000000000
true,ctypes,invoke_hashcat.py libhashcat.so,57825362,118575454,16.18,0.015191210,0.008217000,0.008217000
true,ctypes,invoke_hashcat.py libhashcat.so,57979773,118648008,16.02,0.014962536,0.000000000,0.016339000
true,ctypes,invoke_hashcat.py libhashcat.so,58296839,118565254,16.34,0.015313363,0.008357000,0.008357000
true,ctypes,invoke_hashcat.py libhashcat.so,58390437,118596089,15.79,0.014696758,0.000000000,0.016129000
true,ctypes,invoke_hashcat.py libhashcat.so,57464437,118619822,15.57,0.014544455,0.007953000,0.007953000
true,ctypes,invoke_hashcat.py libhashcat.so,57890189,118623019,15.76,0.014725278,0.016092000,0.000000000
true,ctypes,invoke_hashcat.py libhashcat.so,58952284,118531729,16.21,0.015188323,0.016540000,0.000000000
true,ctypes,invoke_hashcat.py libhashcat.so,58075958,118668835,16.08,0.015039598,0.008220000,0.008220000
true,ctypes,invoke_hashcat.py libhashcat.so,59326419,118586194,16.07,0.015059599,0.016386000,0.000000000
true,ctypes,invoke_hashcat.py libhashcat.so,59399720,118661229,18.84,0.017804267,0.019426000,0.000000000
true,ctypes,invoke_hashcat.py libhashcat.so,58157328,118568935,16.35,0.015203392,0.000000000,0.016665000
true,ctypes,invoke_hashcat.py libhashcat.so,58280821,118718904,16.29,0.015314299,0.008337000,0.008337000
true,ctypes,invoke_hashcat.py libhashcat.so,58836659,118748903,16.41,0.015355954,0.016706000,0.000000000
true,ctypes,invoke_hashcat.py libhashcat.so,58015988,118635274,16.03,0.014971398,0.016373000,0.000000000
true,ctypes,invoke_hashcat.py libhashcat.so,57489974,118595052,16.48,0.015404471,0.016817000,0.000000000
true,ctypes,invoke_hashcat.py libhashcat.so,57800611,118471766,15.83,0.014741534,0.016166000,0.000000000
true,ctypes,invoke_hashcat.py libhashcat.so,57938842,118584368,16.09,0.015080006,0.000000000,0.016368000
true,ctypes,invoke_hashcat.py libhashcat.so,57742719,118587388,15.95,0.014952030,0.016273000,0.000000000
true,ctypes,invoke_hashcat.py libhashcat.so,58548380,118642637,16.16,0.015147277,0.016433000,0.000000000
true,ctypes,invoke_hashcat.py libhashcat_openmp.so,157695616,81503128,42.33,0.021542604,0.037386000,0.004673000
true,ctypes,invoke_hashcat.py libhashcat_openmp.so,170867776,80830790,48.99,0.015814504,0.018359000,0.000000000
true,ctypes,invoke_hashcat.py libhashcat_openmp.so,155907733,80289134,41.79,0.014873580,0.008609000,0.008609000
true,ctypes,invoke_hashcat.py libhashcat_openmp.so,152197754,80111575,40.68,0.013998154,0.016359000,0.000000000
true,ctypes,invoke_hashcat.py libhashcat_openmp.so,150231462,80056652,39.88,0.013812809,0.011885000,0.004754000
true,ctypes,invoke_hashcat.py libhashcat_openmp.so,158572932,80299494,42.43,0.014167716,0.016354000,0.000000000
true,ctypes,invoke_hashcat.py libhashcat_openmp.so,144560981,79914179,38.29,0.013784518,0.000000000,0.014975000
true,ctypes,invoke_hashcat.py libhashcat_openmp.so,158452909,80578888,42.33,0.014210293,0.000000000,0.020028000
true,ctypes,invoke_hashcat.py libhashcat_openmp.so,148336596,79251729,39.44,0.013853177,0.000000000,0.015835000
true,ctypes,invoke_hashcat.py libhashcat_openmp.so,144962173,79856999,38.65,0.013796056,0.016106000,0.000000000
true,ctypes,invoke_hashcat.py libhashcat_openmp.so,148286514,81180610,39.55,0.013876879,0.000000000,0.015839000
true,ctypes,invoke_hashcat.py libhashcat_openmp.so,147952081,79881372,39.33,0.013741441,0.016086000,0.000000000
true,ctypes,invoke_hashcat.py libhashcat_openmp.so,149649981,79918539,39.94,0.014926541,0.008665000,0.008665000
true,ctypes,invoke_hashcat.py libhashcat_openmp.so,148519651,79885851,39.55,0.013970600,0.016540000,0.000000000
true,ctypes,invoke_hashcat.py libhashcat_openmp.so,149098466,80102984,39.62,0.013954128,0.000000000,0.016257000
true,ctypes,invoke_hashcat.py libhashcat_openmp.so,153243231,80016021,40.67,0.013655678,0.015997000,0.000000000
true,ctypes,invoke_hashcat.py libhashcat_openmp.so,145352132,79923658,38.90,0.013723701,0.020737000,0.000000000
true,ctypes,invoke_hashcat.py libhashcat_openmp.so,148020408,80020317,39.27,0.013813749,0.016030000,0.000000000
true,ctypes,invoke_hashcat.py libhashcat_openmp.so,149800085,80178873,39.92,0.013930059,0.026054000,0.000000000
true,ctypes,invoke_hashcat.py libhashcat_openmp.so,241021272,84383655,65.58,0.016865505,0.000000000,0.019446000
true,ctypes,invoke_hashcat.py libhashcat_openmp.so,158412534,80158901,43.39,0.015692758,0.019290000,0.000000000
true,ctypes,invoke_hashcat.py libhashcat_openmp.so,147339577,80490661,39.52,0.014013931,0.016431000,0.000000000
true,ctypes,invoke_hashcat.py libhashcat_openmp.so,151509225,80087390,40.72,0.013685142,0.000000000,0.016344000
true,ctypes,invoke_hashcat.py libhashcat_openmp.so,147490784,79771097,39.26,0.013960693,0.016573000,0.000000000
true,ctypes,invoke_hashcat.py libhashcat_openmp.so,147498395,80081164,39.76,0.014425988,0.000000000,0.016674000
true,ctypes,invoke_hashcat.py libhashcat_openmp.so,157356117,80306782,41.89,0.014141872,0.016478000,0.000000000
true,ctypes,invoke_hashcat.py libhashcat_openmp.so,147564441,80354094,39.31,0.014015759,0.016272000,0.000000000
true,ctypes,invoke_hashcat.py libhashcat_openmp.so,147302226,79874645,38.99,0.013483906,0.000000000,0.015758000
true,ctypes,invoke_hashcat.py libhashcat_openmp.so,148463618,80117357,39.56,0.013737819,0.017737000,0.002217000
true,ctypes,invoke_hashcat.py libhashcat_openmp.so,150332491,80133482,39.98,0.013946345,0.016180000,0.000000000
true,cpython,invoke_hashcat.py libhashcat_openmp.so,30507231,44509824,9.86,0.014826032,0.000000000,0.010176000
true,cpython,invoke_hashcat.py libhashcat_openmp.so,33044258,44485723,10.07,0.009584363,0.010474000,0.000000000
true,cpython,invoke_hashcat.py libhashcat_openmp.so,30006350,44421823,8.54,0.008143418,0.008891000,0.000000000
true,cpython,invoke_hashcat.py libhashcat_openmp.so,30042656,44459152,8.64,0.008253739,0.008956000,0.000000000
true,cpython,invoke_hashcat.py libhashcat_openmp.so,30321966,44416492,8.70,0.008209356,0.009029000,0.000000000
true,cpython,invoke_hashcat.py libhashcat_openmp.so,30188734,44411866,8.67,0.008210107,0.009024000,0.000000000
true,cpython,invoke_hashcat.py libhashcat_openmp.so,30122869,44529551,8.69,0.008216368,0.009062000,0.000000000
true,cpython,invoke_hashcat.py libhashcat_openmp.so,29785280,44444577,8.67,0.008220003,0.009005000,0.000000000
true,cpython,invoke_hashcat.py libhashcat_openmp.so,30162751,44454844,8.78,0.008295916,0.009093000,0.000000000
true,cpython,invoke_hashcat.py libhashcat_openmp.so,30379641,44556110,8.74,0.008237240,0.009072000,0.000000000
true,cpython,invoke_hashcat.py libhashcat_openmp.so,31116102,44465682,9.15,0.008666432,0.000000000,0.009474000
true,cpython,invoke_hashcat.py libhashcat_openmp.so,29885974,44363995,8.65,0.008201506,0.000000000,0.009014000
true,cpython,invoke_hashcat.py libhashcat_openmp.so,29484937,44440176,8.90,0.008429773,0.009235000,0.000000000
true,cpython,invoke_hashcat.py libhashcat_openmp.so,29913277,44491433,8.59,0.008162688,0.008856000,0.000000000
true,cpython,invoke_hashcat.py libhashcat_openmp.so,29584842,44399549,8.65,0.008241853,0.000000000,0.009041000
true,cpython,invoke_hashcat.py libhashcat_openmp.so,30813045,44537003,9.02,0.008637257,0.009364000,0.000000000
true,cpython,invoke_hashcat.py libhashcat_openmp.so,30238018,44457730,8.70,0.008257289,0.008992000,0.000000000
true,cpython,invoke_hashcat.py libhashcat_openmp.so,31831083,44410832,9.22,0.008818716,0.009531000,0.000000000
true,cpython,invoke_hashcat.py libhashcat_openmp.so,29966583,44483878,8.55,0.008164096,0.000000000,0.008893000
true,cpython,invoke_hashcat.py libhashcat_openmp.so,30112101,44320838,8.92,0.008456260,0.009271000,0.000000000
true,cpython,invoke_hashcat.py libhashcat_openmp.so,30547811,44453429,8.78,0.008283154,0.009068000,0.000000000
true,cpython,invoke_hashcat.py libhashcat_openmp.so,29955241,44430079,8.60,0.008166489,0.008936000,0.000000000
true,cpython,invoke_hashcat.py libhashcat_openmp.so,30734672,44406645,10.05,0.009504189,0.010309000,0.000000000
true,cpython,invoke_hashcat.py libhashcat_openmp.so,30243539,44318292,8.80,0.008418267,0.009135000,0.000000000
true,cpython,invoke_hashcat.py libhashcat_openmp.so,30366376,44453171,9.03,0.008591823,0.009374000,0.000000000
true,cpython,invoke_hashcat.py libhashcat_openmp.so,30863614,44378798,9.06,0.008682339,0.009387000,0.000000000
true,cpython,invoke_hashcat.py libhashcat_openmp.so,29912885,44431155,8.73,0.008332327,0.000000000,0.009006000
true,cpython,invoke_hashcat.py libhashcat_openmp.so,29679479,44439212,8.50,0.008047626,0.008760000,0.000000000
true,cpython,invoke_hashcat.py libhashcat_openmp.so,30549509,44352322,9.02,0.008697856,0.000000000,0.009405000
true,cpython,invoke_hashcat.py libhashcat_openmp.so,29864265,44471455,9.18,0.008753920,0.009567000,0.000000000
