gil,command,run,cycles,instructions,task-clock,time_elapsed,user_time,sys_time
PYTHON_GIL=1,python3.13 ./src/0_plain/itertools.py 7e240de74fb1ed08fa08d38063f6a6a91462a815,21,1115834656,3423124534,260.10,0.242690805,0.260500000,0.000000000
PYTHON_GIL=1,python3.13 ./src/0_plain/itertools.py 7e240de74fb1ed08fa08d38063f6a6a91462a815,22,1111187761,3423666769,259.32,0.241855339,0.259643000,0.000000000
PYTHON_GIL=1,python3.13 ./src/0_plain/itertools.py 7e240de74fb1ed08fa08d38063f6a6a91462a815,23,1113753371,3396770967,264.82,0.247051583,0.265236000,0.000000000
PYTHON_GIL=1,python3.13 ./src/0_plain/itertools.py 7e240de74fb1ed08fa08d38063f6a6a91462a815,24,1108334838,3397099620,264.34,0.246566006,0.264762000,0.000000000
PYTHON_GIL=1,python3.13 ./src/0_plain/itertools.py 7e240de74fb1ed08fa08d38063f6a6a91462a815,25,1123021684,3423818152,268.66,0.250687216,0.269176000,0.000000000
PYTHON_GIL=1,python3.13 ./src/0_plain/itertools.py 7e240de74fb1ed08fa08d38063f6a6a91462a815,26,1128493384,3424024612,267.25,0.249132117,0.267592000,0.000000000
PYTHON_GIL=1,python3.13 ./src/0_plain/itertools.py 7e240de74fb1ed08fa08d38063f6a6a91462a815,27,1123090218,3423482743,271.93,0.253857559,0.272282000,0.000000000
PYTHON_GIL=1,python3.13 ./src/0_plain/itertools.py 7e240de74fb1ed08fa08d38063f6a6a91462a815,28,1111145145,3423299060,268.41,0.250208901,0.268742000,0.000000000
PYTHON_GIL=1,python3.13 ./src/0_plain/itertools.py 7e240de74fb1ed08fa08d38063f6a6a91462a815,29,1109078830,3404958275,269.78,0.251580214,0.270031000,0.000000000
PYTHON_GIL=1,python3.13 ./src/0_plain/itertools.py 7e240de74fb1ed08fa08d38063f6a6a91462a815,30,1134316439,3423299818,276.44,0.257774578,0.276845000,0.000000000
PYTHON_GIL=1,python3.13 ./src/0_plain/lib.py 7e240de74fb1ed08fa08d38063f6a6a91462a815,1,76495196,113695007,19.55,0.018545939,0.019886000,0.000000000
PYTHON_GIL=1,python3.13 ./src/0_plain/lib.py 7e240de74fb1ed08fa08d38063f6a6a91462a815,2,73782362,113512051,19.89,0.018875092,0.020291000,0.000000000
PYTHON_GIL=1,python3.13 ./src/0_plain/lib.py 7e240de74fb1ed08fa08d38063f6a6a91462a815,3,75831829,113470641,19.50,0.018471996,0.019879000,0.000000000
PYTHON_GIL=1,python3.13 ./src/0_plain/lib.py 7e240de74fb1ed08fa08d38063f6a6a91462a815,4,73122009,113609861,18.29,0.017338659,0.000000000,0.018631000
PYTHON_GIL=1,python3.13 ./src/0_plain/lib.py 7e240de74fb1ed08fa08d38063f6a6a91462a815,5,73098407,113508424,18.32,0.017303814,0.018665000,0.000000000
PYTHON_GIL=1,python3.13 ./src/0_plain/lib.py 7e240de74fb1ed08fa08d38063f6a6a91462a815,6,73187384,113576551,18.73,0.017688250,0.019075000,0.000000000
PYTHON_GIL=1,python3.13 ./src/0_plain/lib.py 7e240de74fb1ed08fa08d38063f6a6a91462a815,7,73559647,113523118,18.62,0.017635809,0.018983000,0.000000000
PYTHON_GIL=1,python3.13 ./src/0_plain/lib.py 7e240de74fb1ed08fa08d38063f6a6a91462a815,8,74800126,113525509,18.95,0.017960820,0.019248000,0.000000000
PYTHON_GIL=1,python3.13 ./src/0_plain/lib.py 7e240de74fb1ed08fa08d38063f6a6a91462a815,9,74510609,113883258,19.00,0.017947752,0.019329000,0.000000000
PYTHON_GIL=1,python3.13 ./src/0_plain/lib.py 7e240de74fb1ed08fa08d38063f6a6a91462a815,10,73872173,113453932,18.52,0.017612399,0.018885000,0.000000000
PYTHON_GIL=1,python3.13 ./src/0_plain/lib.py 7e240de74fb1ed08fa08d38063f6a6a91462a815,11,74905934,113626068,19.00,0.017968917,0.019388000,0.000000000
PYTHON_GIL=1,python3.13 ./src/0_plain/lib.py 7e240de74fb1ed08fa08d38063f6a6a91462a815,12,74717102,113392294,21.57,0.020890497,0.022368000,0.000000000
PYTHON_GIL=1,python3.13 ./src/0_plain/lib.py 7e240de74fb1ed08fa08d38063f6a6a91462a815,13,74563549,113530061,19.21,0.018195200,0.019546000,0.000000000
PYTHON_GIL=1,python3.13 ./src/0_plain/lib.py 7e240de74fb1ed08fa08d38063f6a6a91462a815,14,74079026,113591961,18.69,0.017696475,0.019052000,0.000000000
PYTHON_GIL=1,python3.13 ./src/0_plain/lib.py 7e240de74fb1ed08fa08d38063f6a6a91462a815,15,74625187,113709279,18.86,0.017862222,0.019177000,0.000000000
PYTHON_GIL=1,python3.13 ./src/0_plain/lib.py 7e240de74fb1ed08fa08d38063f6a6a91462a815,16,74634320,113559251,18.74,0.017758786,0.019112000,0.000000000
PYTHON_GIL=1,python3.13 ./src/0_plain/lib.py 7e240de74fb1ed08fa08d38063f6a6a91462a815,17,73841327,113699077,18.60,0.017592109,0.018935000,0.000000000
PYTHON_GIL=1,python3.13 ./src/0_plain/lib.py 7e240de74fb1ed08fa08d38063f6a6a91462a815,18,75967680,113664196,21.41,0.020219950,0.021750000,0.000000000
PYTHON_GIL=1,python3.13 ./src/0_plain/lib.py 7e240de74fb1ed08fa08d38063f6a6a91462a815,19,77136863,113547501,19.84,0.018782452,0.020159000,0.000000000
PYTHON_GIL=1,python3.13 ./src/0_plain/lib.py 7e240de74fb1ed08fa08d38063f6a6a91462a815,20,73555094,113537432,18.50,0.017498962,0.018902000,0.000000000
PYTHON_GIL=1,python3.13 ./src/0_plain/lib.py 7e240de74fb1ed08fa08d38063f6a6a91462a815,21,75166242,113789637,19.53,0.018497143,0.019920000,0.000000000
PYTHON_GIL=1,python3.13 ./src/0_plain/lib.py 7e240de74fb1ed08fa08d38063f6a6a91462a815,22,76356500,113732251,20.23,0.019144566,0.020622000,0.000000000
PYTHON_GIL=1,python3.13 ./src/0_plain/lib.py 7e240de74fb1ed08fa08d38063f6a6a91462a815,23,74554137,113804058,18.94,0.017939217,0.019239000,0.000000000
PYTHON_GIL=1,python3.13 ./src/0_plain/lib.py 7e240de74fb1ed08fa08d38063f6a6a91462a815,24,74558952,113501268,19.20,0.018151663,0.019506000,0.000000000
PYTHON_GIL=1,python3.13 ./src/0_plain/lib.py 7e240de74fb1ed08fa08d38063f6a6a91462a815,25,78953888,113617640,21.06,0.019948414,0.021438000,0.000000000
PYTHON_GIL=1,python3.13 ./src/0_plain/lib.py 7e240de74fb1ed08fa08d38063f6a6a91462a815,26,76246387,113416506,19.88,0.018919595,0.020259000,0.000000000
PYTHON_GIL=1,python3.13 ./src/0_plain/lib.py 7e240de74fb1ed08fa08d38063f6a6a91462a815,27,74857969,113507325,19.11,0.018341989,0.019443000,0.000000000
PYTHON_GIL=1,python3.13 ./src/0_plain/lib.py 7e240de74fb1ed08fa08d38063f6a6a91462a815,28,74590606,113468571,19.00,0.018013088,0.019302000,0.000000000
PYTHON_GIL=1,python3.13 ./src/0_plain/lib.py 7e240de74fb1ed08fa08d38063f6a6a91462a815,29,74036666,113721055,18.63,0.017643540,0.018969000,0.000000000
PYTHON_GIL=1,python3.13 ./src/0_plain/lib.py 7e240de74fb1ed08fa08d38063f6a6a91462a815,30,74172601,113670650,18.80,0.017798195,0.019140000,0.000000000
PYTHON_GIL=1,python3.13 ./src/0_plain/plain.py 7e240de74fb1ed08fa08d38063f6a6a91462a815,1,1127488091,3414809280,269.29,0.251159870,0.269614000,0.000000000
PYTHON_GIL=1,python3.13 ./src/0_plain/plain.py 7e240de74fb1ed08fa08d38063f6a6a91462a815,2,1131814356,3406268520,271.61,0.253269612,0.271930000,0.000000000
PYTHON_GIL=1,python3.13 ./src/0_plain/plain.py 7e240de74fb1ed08fa08d38063f6a6a91462a815,3,1111251311,3414769632,262.18,0.244767946,0.262504000,0.000000000
PYTHON_GIL=1,python3.13 ./src/0_plain/plain.py 7e240de74fb1ed08fa08d38063f6a6a91462a815,4,1124000263,3414985545,271.66,0.253363178,0.272124000,0.000000000
PYTHON_GIL=1,python3.13 ./src/0_plain/plain.py 7e240de74fb1ed08fa08d38063f6a6a91462a815,5,1152516046,3414964871,284.45,0.265311394,0.284752000,0.000000000
PYTHON_GIL=1,python3.13 ./src/0_plain/plain.py 7e240de74fb1ed08fa08d38063f6a6a91462a815,6,1131349456,3388291973,282.08,0.263027411,0.282481000,0.000000000
PYTHON_GIL=1,python3.13 ./src/0_plain/plain.py 7e240de74fb1ed08fa08d38063f6a6a91462a815,7,1101491916,3388058345,263.57,0.245795307,0.263840000,0.000000000
PYTHON_GIL=1,python3.13 ./src/0_plain/plain.py 7e240de74fb1ed08fa08d38063f6a6a91462a815,8,1136990412,3388118226,275.45,0.256906300,0.275818000,0.000000000
PYTHON_GIL=1,python3.13 ./src/0_plain/plain.py 7e240de74fb1ed08fa08d38063f6a6a91462a815,9,1124357757,3406525195,268.17,0.250010935,0.268524000,0.000000000
PYTHON_GIL=1,python3.13 ./src/0_plain/plain.py 7e240de74fb1ed08fa08d38063f6a6a91462a815,10,1113937019,3406535136,267.48,0.249626855,0.267802000,0.000000000
PYTHON_GIL=1,python3.13 ./src/0_plain/plain.py 7e240de74fb1ed08fa08d38063f6a6a91462a815,11,1107248090,3406347213,263.64,0.245804346,0.263992000,0.000000000
PYTHON_GIL=1,python3.13 ./src/0_plain/plain.py 7e240de74fb1ed08fa08d38063f6a6a91462a815,12,1106411168,3406731089,270.22,0.252037751,0.270674000,0.000000000
PYTHON_GIL=1,python3.13 ./src/0_plain/plain.py 7e240de74fb1ed08fa08d38063f6a6a91462a815,13,1111873178,3406368004,273.37,0.254893724,0.273677000,0.000000000
PYTHON_GIL=1,python3.13 ./src/0_plain/plain.py 7e240de74fb1ed08fa08d38063f6a6a91462a815,14,1112687933,3406626766,262.95,0.245217953,0.263253000,0.000000000
PYTHON_GIL=1,python3.13 ./src/0_plain/plain.py 7e240de74fb1ed08fa08d38063f6a6a91462a815,15,1145210330,3388239614,273.55,0.255136860,0.273836000,0.000000000
PYTHON_GIL=1,python3.13 ./src/0_plain/plain.py 7e240de74fb1ed08fa08d38063f6a6a91462a815,16,1105178859,3406429536,270.17,0.252281582,0.270689000,0.000000000
PYTHON_GIL=1,python3.13 ./src/0_plain/plain.py 7e240de74fb1ed08fa08d38063f6a6a91462a815,17,1115437142,3388171884,267.56,0.250596509,0.267904000,0.000000000
PYTHON_GIL=1,python3.13 ./src/0_plain/plain.py 7e240de74fb1ed08fa08d38063f6a6a91462a815,18,1110581795,3388128528,265.98,0.250047980,0.266458000,0.000000000
PYTHON_GIL=1,python3.13 ./src/0_plain/plain.py 7e240de74fb1ed08fa08d38063f6a6a91462a815,19,1128263274,3414917769,274.02,0.257391587,0.274424000,0.000000000
PYTHON_GIL=1,python3.13 ./src/0_plain/plain.py 7e240de74fb1ed08fa08d38063f6a6a91462a815,20,1091021268,3388322811,261.07,0.245290340,0.261367000,0.000000000
PYTHON_GIL=1,python3.13 ./src/0_plain/plain.py 7e240de74fb1ed08fa08d38063f6a6a91462a815,21,1113588052,3388288179,272.67,0.256158397,0.272946000,0.000000000
PYTHON_GIL=1,python3.13 ./src/0_plain/plain.py 7e240de74fb1ed08fa08d38063f6a6a91462a815,22,1111492245,3414808322,268.15,0.251977861,0.268440000,0.000000000
PYTHON_GIL=1,python3.13 ./src/0_plain/plain.py 7e240de74fb1ed08fa08d38063f6a6a91462a815,23,1127247747,3388108984,268.51,0.252462985,0.268972000,0.000000000
PYTHON_GIL=1,python3.13 ./src/0_plain/plain.py 7e240de74fb1ed08fa08d38063f6a6a91462a815,24,1113272115,3406458121,266.63,0.250469052,0.266947000,0.000000000
PYTHON_GIL=1,python3.13 ./src/0_plain/plain.py 7e240de74fb1ed08fa08d38063f6a6a91462a815,25,1109193134,3388224808,264.65,0.248605197,0.265049000,0.000000000
PYTHON_GIL=1,python3.13 ./src/0_plain/plain.py 7e240de74fb1ed08fa08d38063f6a6a91462a815,26,1112602988,3414856434,269.05,0.252860175,0.269531000,0.000000000
PYTHON_GIL=1,python3.13 ./src/0_plain/plain.py 7e240de74fb1ed08fa08d38063f6a6a91462a815,27,1117311538,3406707571,269.76,0.253394946,0.270129000,0.000000000
PYTHON_GIL=1,python3.13 ./src/0_plain/plain.py 7e240de74fb1ed08fa08d38063f6a6a91462a815,28,1098578403,3388208057,266.64,0.250891251,0.267197000,0.000000000
PYTHON_GIL=1,python3.13 ./src/0_plain/plain.py 7e240de74fb1ed08fa08d38063f6a6a91462a815,29,1113073624,3388166074,268.78,0.252650379,0.269209000,0.000000000
PYTHON_GIL=1,python3.13 ./src/0_plain/plain.py 7e240de74fb1ed08fa08d38063f6a6a91462a815,30,1126688492,3414969645,271.29,0.254993432,0.271738000,0.000000000
PYTHON_GIL=1,python3.13 ./src/1_multiprocessing/imap_unordered.py 7e240de74fb1ed08fa08d38063f6a6a91462a815,1,1540960615,974186286,1237.53,0.705722293,0.574855000,0.818426000
PYTHON_GIL=1,python3.13 ./src/1_multiprocessing/imap_unordered.py 7e240de74fb1ed08fa08d38063f6a6a91462a815,2,1523486392,957495832,1206.18,0.707680084,0.650271000,0.706778000
PYTHON_GIL=1,python3.13 ./src/1_multiprocessing/imap_unordered.py 7e240de74fb1ed08fa08d38063f6a6a91462a815,3,1509049749,956475585,1199.56,0.675823839,0.490072000,0.851948000
PYTHON_GIL=1,python3.13 ./src/1_multiprocessing/imap_unordered.py 7e240de74fb1ed08fa08d38063f6a6a91462a815,4,1572186403,993195460,1265.35,0.722986766,0.421048000,0.998941000
PYTHON_GIL=1,python3.13 ./src/1_multiprocessing/imap_unordered.py 7e240de74fb1ed08fa08d38063f6a6a91462a815,5,1570633199,973784252,1245.90,0.706365665,0.585882000,0.813158000
PYTHON_GIL=1,python3.13 ./src/1_multiprocessing/imap_unordered.py 7e240de74fb1ed08fa08d38063f6a6a91462a815,6,1561862348,989458000,1262.18,0.721041644,0.587634000,0.830779000
PYTHON_GIL=1,python3.13 ./src/1_multiprocessing/imap_unordered.py 7e240de74fb1ed08fa08d38063f6a6a91462a815,7,1607744550,1015973823,1283.01,0.736174212,0.498576000,0.941014000
PYTHON_GIL=1,python3.13 ./src/1_multiprocessing/imap_unordered.py 7e240de74fb1ed08fa08d38063f6a6a91462a815,8,1668652370,987884772,1317.09,0.741424317,0.200640000,1.278483000
PYTHON_GIL=1,python3.13 ./src/1_multiprocessing/imap_unordered.py 7e240de74fb1ed08fa08d38063f6a6a91462a815,9,1606263834,1011196120,1287.71,0.829041987,0.392174000,1.060840000
PYTHON_GIL=1,python3.13 ./src/1_multiprocessing/imap_unordered.py 7e240de74fb1ed08fa08d38063f6a6a91462a815,10,1602395582,985089974,1286.86,0.735082966,0.558682000,0.889399000
PYTHON_GIL=1,python3.13 ./src/1_multiprocessing/imap_unordered.py 7e240de74fb1ed08fa08d38063f6a6a91462a815,11,1653332156,1034121557,1298.82,0.738305729,0.549451000,0.914519000
PYTHON_GIL=1,python3.13 ./src/1_multiprocessing/imap_unordered.py 7e240de74fb1ed08fa08d38063f6a6a91462a815,12,1564302943,978120228,1256.51,0.762782969,0.409594000,1.000786000
PYTHON_GIL=1,python3.13 ./src/1_multiprocessing/imap_unordered.py 7e240de74fb1ed08fa08d38063f6a6a91462a815,13,1618696092,975708043,1297.07,0.735423554,0.610294000,0.850997000
PYTHON_GIL=1,python3.13 ./src/1_multiprocessing/imap_unordered.py 7e240de74fb1ed08fa08d38063f6a6a91462a815,14,1613401788,972659477,1310.01,0.739973224,0.372975000,1.100160000
PYTHON_GIL=1,python3.13 ./src/1_multiprocessing/imap_unordered.py 7e240de74fb1ed08fa08d38063f6a6a91462a815,15,1644740247,1065715758,1398.47,0.897399313,0.349534000,1.221341000
PYTHON_GIL=1,python3.13 ./src/1_multiprocessing/imap_unordered.py 7e240de74fb1ed08fa08d38063f6a6a91462a815,16,1549455567,950227113,1398.21,0.791896821,0.751769000,0.821498000
PYTHON_GIL=1,python3.13 ./src/1_multiprocessing/imap_unordered.py 7e240de74fb1ed08fa08d38063f6a6a91462a815,17,1565633572,998691662,1507.48,0.855559875,0.879564000,0.814255000
PYTHON_GIL=1,python3.13 ./src/1_multiprocessing/imap_unordered.py 7e240de74fb1ed08fa08d38063f6a6a91462a815,18,1637479686,1005004175,1641.21,0.930039782,0.399785000,1.443386000
PYTHON_GIL=1,python3.13 ./src/1_multiprocessing/imap_unordered.py 7e240de74fb1ed08fa08d38063f6a6a91462a815,19,1560333217,1011595154,1476.82,0.846584952,0.636264000,1.025877000
PYTHON_GIL=1,python3.13 ./src/1_multiprocessing/imap_unordered.py 7e240de74fb1ed08fa08d38063f6a6a91462a815,20,1557540361,981655760,1482.78,0.854320706,0.706266000,0.964219000
PYTHON_GIL=1,python3.13 ./src/1_multiprocessing/imap_unordered.py 7e240de74fb1ed08fa08d38063f6a6a91462a815,21,1510277353,961874345,1412.98,0.797211963,0.449834000,1.140637000
PYTHON_GIL=1,python3.13 ./src/1_multiprocessing/imap_unordered.py 7e240de74fb1ed08fa08d38063f6a6a91462a815,22,1580092697,1093439024,1437.16,0.818201456,0.347821000,1.269851000
PYTHON_GIL=1,python3.13 ./src/1_multiprocessing/imap_unordered.py 7e240de74fb1ed08fa08d38063f6a6a91462a815,23,1516064465,972489418,1423.03,0.807007853,0.452332000,1.147488000
PYTHON_GIL=1,python3.13 ./src/1_multiprocessing/imap_unordered.py 7e240de74fb1ed08fa08d38063f6a6a91462a815,24,1554672046,984658626,1457.17,0.829848798,0.321588000,1.313756000
PYTHON_GIL=1,python3.13 ./src/1_multiprocessing/imap_unordered.py 7e240de74fb1ed08fa08d38063f6a6a91462a815,25,1548028180,975581138,1453.96,0.829932726,0.427037000,1.209413000
PYTHON_GIL=1,python3.13 ./src/1_multiprocessing/imap_unordered.py 7e240de74fb1ed08fa08d38063f6a6a91462a815,26,1531150734,975736055,1416.05,0.800853392,0.802432000,0.788783000
PYTHON_GIL=1,python3.13 ./src/1_multiprocessing/imap_unordered.py 7e240de74fb1ed08fa08d38063f6a6a91462a815,27,1529308562,970653202,1420.78,0.806429408,0.319491000,1.282177000
PYTHON_GIL=1,python3.13 ./src/1_multiprocessing/imap_unordered.py 7e240de74fb1ed08fa08d38063f6a6a91462a815,28,1613255857,1188785370,1438.39,0.821743738,0.723559000,0.895006000
PYTHON_GIL=1,python3.13 ./src/1_multiprocessing/imap_unordered.py 7e240de74fb1ed08fa08d38063f6a6a91462a815,29,1591014177,1079290456,1452.40,0.828093382,0.822459000,0.810700000
PYTHON_GIL=1,python3.13 ./src/1_multiprocessing/imap_unordered.py 7e240de74fb1ed08fa08d38063f6a6a91462a815,30,1541880221,1003629820,1411.22,0.802331087,0.760031000,0.825177000
PYTHON_GIL=1,python3.13 ./src/1_multiprocessing/imap.py 7e240de74fb1ed08fa08d38063f6a6a91462a815,1,1561260430,992793882,1446.44,0.922869009,0.522616000,1.103545000
PYTHON_GIL=1,python3.13 ./src/1_multiprocessing/imap.py 7e240de74fb1ed08fa08d38063f6a6a91462a815,2,1559064784,977830069,1400.42,0.803405472,0.787426000,0.790711000
PYTHON_GIL=1,python3.13 ./src/1_multiprocessing/imap.py 7e240de74fb1ed08fa08d38063f6a6a91462a815,3,1657228326,1676497913,1083.95,0.609633571,0.751427000,0.432174000
PYTHON_GIL=1,python3.13 ./src/1_multiprocessing/imap.py 7e240de74fb1ed08fa08d38063f6a6a91462a815,4,1534825930,984746674,1408.63,0.809876659,0.368278000,1.217520000
PYTHON_GIL=1,python3.13 ./src/1_multiprocessing/imap.py 7e240de74fb1ed08fa08d38063f6a6a91462a815,5,1545077810,970892615,1429.36,0.820017081,0.406073000,1.200612000
PYTHON_GIL=1,python3.13 ./src/1_multiprocessing/imap.py 7e240de74fb1ed08fa08d38063f6a6a91462a815,6,1547649853,995837359,1443.17,0.891037689,0.403547000,1.214234000
PYTHON_GIL=1,python3.13 ./src/1_multiprocessing/imap.py 7e240de74fb1ed08fa08d38063f6a6a91462a815,7,1551344568,986222365,1396.95,0.804046857,0.469793000,1.102738000
PYTHON_GIL=1,python3.13 ./src/1_multiprocessing/imap.py 7e240de74fb1ed08fa08d38063f6a6a91462a815,8,1562566376,1028597399,1421.67,0.813468391,0.679611000,0.925271000
PYTHON_GIL=1,python3.13 ./src/1_multiprocessing/imap.py 7e240de74fb1ed08fa08d38063f6a6a91462a815,9,1538694841,980329495,1423.41,0.812189602,0.558446000,1.048094000
PYTHON_GIL=1,python3.13 ./src/1_multiprocessing/imap.py 7e240de74fb1ed08fa08d38063f6a6a91462a815,10,1857232414,1852512551,1492.56,0.891676928,0.773396000,0.895557000
PYTHON_GIL=1,python3.13 ./src/1_multiprocessing/imap.py 7e240de74fb1ed08fa08d38063f6a6a91462a815,11,1562150126,1018704753,1459.02,0.931920696,0.304120000,1.338436000
PYTHON_GIL=1,python3.13 ./src/1_multiprocessing/imap.py 7e240de74fb1ed08fa08d38063f6a6a91462a815,12,1626038865,1621498670,1010.95,0.557076255,0.838855000,0.263265000
PYTHON_GIL=1,python3.13 ./src/1_multiprocessing/imap.py 7e240de74fb1ed08fa08d38063f6a6a91462a815,13,1554157448,984613486,1436.02,0.821711354,0.600607000,1.014507000
PYTHON_GIL=1,python3.13 ./src/1_multiprocessing/imap.py 7e240de74fb1ed08fa08d38063f6a6a91462a815,14,1572914289,1060424622,1417.80,0.819242405,0.632363000,0.964518000
PYTHON_GIL=1,python3.13 ./src/1_multiprocessing/imap.py 7e240de74fb1ed08fa08d38063f6a6a91462a815,15,1544683545,989184101,1404.90,0.819006923,0.338730000,1.237370000
PYTHON_GIL=1,python3.13 ./src/1_multiprocessing/imap.py 7e240de74fb1ed08fa08d38063f6a6a91462a815,16,1540356893,980964798,1431.21,0.815725568,0.728496000,0.881520000
PYTHON_GIL=1,python3.13 ./src/1_multiprocessing/imap.py 7e240de74fb1ed08fa08d38063f6a6a91462a815,17,1554347706,1013864244,1423.88,0.817313861,0.341452000,1.264937000
PYTHON_GIL=1,python3.13 ./src/1_multiprocessing/imap.py 7e240de74fb1ed08fa08d38063f6a6a91462a815,18,1539504924,984023376,1412.13,0.814599981,0.477945000,1.115535000
PYTHON_GIL=1,python3.13 ./src/1_multiprocessing/imap.py 7e240de74fb1ed08fa08d38063f6a6a91462a815,19,1544751396,973685985,1423.90,0.810233691,0.777229000,0.823023000
PYTHON_GIL=1,python3.13 ./src/1_multiprocessing/imap.py 7e240de74fb1ed08fa08d38063f6a6a91462a815,20,1534312588,1000968435,1408.25,0.809614207,0.569335000,1.015780000
PYTHON_GIL=1,python3.13 ./src/1_multiprocessing/imap.py 7e240de74fb1ed08fa08d38063f6a6a91462a815,21,1525149640,982039211,1397.43,0.801074172,0.608642000,0.963461000
PYTHON_GIL=1,python3.13 ./src/1_multiprocessing/imap.py 7e240de74fb1ed08fa08d38063f6a6a91462a815,22,1551907604,990405251,1446.00,0.837175998,1.136837000,0.494171000
PYTHON_GIL=1,python3.13 ./src/1_multiprocessing/imap.py 7e240de74fb1ed08fa08d38063f6a6a91462a815,23,1534839748,987440838,1404.37,0.810478866,0.610155000,0.974675000
PYTHON_GIL=1,python3.13 ./src/1_multiprocessing/imap.py 7e240de74fb1ed08fa08d38063f6a6a91462a815,24,1559721894,1032266991,1412.53,0.810466963,0.391896000,1.197299000
PYTHON_GIL=1,python3.13 ./src/1_multiprocessing/imap.py 7e240de74fb1ed08fa08d38063f6a6a91462a815,25,1502004598,968707648,1374.02,0.780688438,0.435263000,1.106491000
PYTHON_GIL=1,python3.13 ./src/1_multiprocessing/imap.py 7e240de74fb1ed08fa08d38063f6a6a91462a815,26,1531756886,988934783,1390.21,0.784912054,0.667731000,0.894782000
PYTHON_GIL=1,python3.13 ./src/1_multiprocessing/imap.py 7e240de74fb1ed08fa08d38063f6a6a91462a815,27,1551106294,1002331719,1418.50,0.807518564,0.811336000,0.781999000
